rank,feature,tp_mean,fn_mean,cohens_d,abs_cohens_d
328,feature_438,0.17981335669547244,0.1774800562387852,-0.19296443354408993,0.19296443354408993
329,feature_151,1031.8254977038298,1012.8432480210487,-0.1905921937832799,0.1905921937832799
330,feature_451,-17.912470541078356,-17.798790686283425,0.18972489936608833,0.18972489936608833
331,feature_95,1.1155104234222846,1.1105146176880059,-0.18905513201001659,0.18905513201001659
332,feature_430,-52.41393328457082,-52.18273206223178,0.1885537561526376,0.1885537561526376
333,feature_44,498.11540018816595,489.30193264797254,-0.1872973350273034,0.1872973350273034
334,feature_73,2.6585367103008015,2.6079563594691173,-0.18659184522997227,0.18659184522997227
335,feature_434,26.48603115120333,27.21724549434507,0.18463508216193633,0.18463508216193633
336,feature_402,-31.970990946124466,-32.452600412438436,-0.18461002407783345,0.18461002407783345
337,feature_267,0.11082800981288227,0.10949132767688499,-0.1846019597149084,0.1846019597149084
338,feature_7,669.4357923131728,656.7851142146915,-0.18342342634152403,0.18342342634152403
339,feature_468,0.161321140927654,0.159204311382803,-0.18171382712450762,0.18171382712450762
