rank,feature,tn_mean,fp_mean,cohens_d,abs_cohens_d
297,feature_333,24.311021656847526,24.073513482139393,-0.14731192179473948,0.14731192179473948
298,feature_446,29.770518253901145,30.281080176682824,0.1459220997477047,0.1459220997477047
299,feature_70,1464.807562431882,1443.1938681428226,-0.14475189094765203,0.14475189094765203
300,feature_146,4.04708398060363,3.9581732964582788,-0.1419882453527151,0.1419882453527151
301,feature_166,34.61095622301508,34.919056035567145,0.14191300533250842,0.14191300533250842
302,feature_439,10.51211168504723,10.306458259568986,-0.14133134311306036,0.14133134311306036
303,feature_360,1131.9562974305848,1145.1250548840612,0.14079866227713955,0.14079866227713955
304,feature_176,3.900296155856572,3.8723264484737245,-0.140581865043756,0.140581865043756
305,feature_398,65.86873782356659,66.41983431330051,0.13950319530053987,0.13950319530053987
306,feature_155,31.52233801865102,31.04632878716997,-0.13852094545845764,0.13852094545845764
307,feature_298,-17.9305847783311,-18.026093740714277,-0.13819649037914436,0.13819649037914436
308,feature_494,-3.261081226781823,-3.2000381231779342,0.13807543426271449,0.13807543426271449
309,feature_2,55.740986961888794,54.9677137452152,-0.1378778427187726,0.1378778427187726
310,feature_191,3585.7749812456473,3520.764660774625,-0.13672214087287407,0.13672214087287407
311,feature_150,5.745219804350257,5.82797914652662,0.13546613529110846,0.13546613529110846
312,feature_411,0.2440606275308772,0.24783160907130028,0.13387788332860584,0.13387788332860584
313,feature_466,-0.7109519443719029,-0.7082870958261597,0.13358450789925833,0.13358450789925833
314,feature_262,1633.8006103890161,1615.1910535569016,-0.13166216862299354,0.13166216862299354
315,feature_267,0.1091344071098893,0.11012597874215706,0.13131098572895894,0.13131098572895894
316,feature_102,0.18943671395925732,0.19165738978636457,0.13070627100780646,0.13070627100780646
317,feature_123,129.76813346500765,128.51465244942776,-0.12871560582739083,0.12871560582739083
318,feature_409,-0.6672184785215025,-0.6646714700459525,0.12857605490697654,0.12857605490697654
319,feature_8,3.489415310020954,3.5428135788665167,0.12677562649895333,0.12677562649895333
320,feature_240,17.44646589285354,17.524381320386887,0.12641275868255325,0.12641275868255325
321,feature_469,1672.5230909720972,1648.1266235489195,-0.12484725722889567,0.12484725722889567
322,feature_391,1.3953533076701348,1.4042125203690066,0.12406784942276196,0.12406784942276196
323,feature_455,1.4558276535883328,1.4296348039840021,-0.12381093471983666,0.12381093471983666
324,feature_402,-32.384069968705155,-32.07861036400323,0.12310252812822182,0.12310252812822182
325,feature_114,3314.404203580261,3284.9947608617963,-0.12231091862026577,0.12231091862026577
326,feature_274,863.062988445524,859.9337612728859,-0.12083461262572602,0.12083461262572602
327,feature_168,0.3076535679916213,0.30265115953475463,-0.12068560565454768,0.12068560565454768
328,feature_182,12.055116810014912,11.898928556461911,-0.11735337162183558,0.11735337162183558
329,feature_458,9.509481414937035,9.645285868900002,0.11643199849578938,0.11643199849578938
330,feature_440,-5.757683730576973,-5.859715395516314,-0.11639573367746059,0.11639573367746059
331,feature_393,121.6953208766471,120.66496942249326,-0.11632397708695198,0.11632397708695198
332,feature_257,873.5878694444807,879.0604377260203,0.114706352916549,0.114706352916549
333,feature_322,4491.976530031842,4421.201590099449,-0.1138775836353952,0.1138775836353952
334,feature_471,0.6051719858725151,0.6113820883842164,0.11379274704925593,0.11379274704925593
335,feature_237,-0.14669237606250016,-0.14615261913371047,0.11269991114879363,0.11269991114879363
336,feature_481,-0.2764863877402892,-0.27272454120285416,0.1126193917282503,0.1126193917282503
337,feature_443,0.15160967639349418,0.14940684359346393,-0.11195958546681796,0.11195958546681796
